lineId,parentId,stationId,icsId,topMostParentId,direction,towards,stopType,stopLetter,id,name,lat,lon
N133,490G00013328,490G00013328,1013328,490G00013328,outbound,Mitcham,NaptanPublicBusCoachTram,E,490013328E,The Drive,51.397225,-0.183432
N133,490G00009928,490G00009928,1009928,490G00009928,outbound,Mitcham,NaptanPublicBusCoachTram,F,490009928E,Milner Road,51.395863,-0.179705
N133,490G00014189,490G00014189,1014189,490G00014189,outbound,Mitcham,NaptanPublicBusCoachTram,NA,490014182E,Bishopsford Road,51.394347,-0.174159
N133,490G02058Y,490G02058Y,1002058,940GZZCRMCH,outbound,Streatham Or Tooting,NaptanPublicBusCoachTram,V,490002058Y,Mitcham Tram Stop,51.397086,-0.173303
N133,490G00007153,490G00007153,1007153,490G00007153,outbound,Streatham Or Tooting,NaptanPublicBusCoachTram,S,490007153W,Gedge Court,51.398976,-0.171675
N133,490G00009944,490G00009944,1009944,490G00009944,outbound,Streatham Or Tooting,NaptanPublicBusCoachTram,P,490009944N,Mitcham / Cricket Green,51.400568,-0.169397
N133,490G00009946,490G00009946,1009946,490G00009946,outbound,NA,NaptanPublicBusCoachTram,L,490009946P,Mitcham / Lower Green,51.402655,-0.167733
N133,490G00007213,490G00007213,1007213,490G00007213,outbound,"Lavender Fields, Streatham Or Tooting",NaptanPublicBusCoachTram,J,490007213N1,Glebe Court,51.403852,-0.165485
N133,490G000244,490G000244,1000935,490G000244,outbound,Croydon Or Streatham,NaptanPublicBusCoachTram,H,490009949J,Upper Green East,51.405099,-0.163005
N133,490G00013650,490G00013650,1013650,490G00013650,outbound,Streatham,NaptanPublicBusCoachTram,T,490013650E,Three Kings Pond,51.403529,-0.159244
N133,490G00004911,490G00004911,1004911,490G00004911,outbound,Streatham,NaptanPublicBusCoachTram,->E,490004911E1,Cedars Avenue,51.402335,-0.154763
N133,490G00013150,490G00013150,1013150,490G00013150,outbound,Streatham,NaptanPublicBusCoachTram,->E,490013150E,Tamworth Park,51.400449,-0.149821
N133,490G00013425,490G00013425,1013425,490G00013425,outbound,Streatham,NaptanPublicBusCoachTram,->N,490013425N,Sherwood Park Road,51.400433,-0.144244
N133,490G00011609,490G00011609,1011609,490G00011609,outbound,Streatham,NaptanPublicBusCoachTram,S,490011609N,Robinhood Lane,51.402491,-0.140178
N133,490G00010321,490G00010321,1010321,490G00010321,outbound,Eastfields Or Streatham,NaptanPublicBusCoachTram,P,490010321P,Northborough Road,51.404326,-0.137372
N133,490G00011739,490G00011739,1011739,490G00011739,outbound,Eastfields Or Streatham,NaptanPublicBusCoachTram,VA,490011739N,Stanford Way,51.406715,-0.140582
N133,490G00009338,490G00009338,1009338,490G00009338,outbound,Streatham,NaptanPublicBusCoachTram,VE,490009338E1,Longthornton Road,51.409294,-0.142174
N133,490G00011737,490G00011737,1011737,490G00011737,outbound,Streatham,NaptanPublicBusCoachTram,VF,490011737N,Rowan Crescent,51.411301,-0.140554
N133,490G00007531,490G00007531,1007531,490G00007531,outbound,Streatham,NaptanPublicBusCoachTram,VH,490007531W,Greyhound Terrace,51.412751,-0.1413
N133,490G00004233,490G00004233,1004233,490G00004233,outbound,Streatham Hill,NaptanPublicBusCoachTram,VJ,490004233N,Braeside Road,51.415018,-0.140202
N133,490G00003057,490G00003057,1003057,490G00003057,outbound,NA,NaptanPublicBusCoachTram,CS,490003057S1,Streatham Common Station,51.417797,-0.136278
N133,490G00001287,490G00001287,1001287,490G00001287,outbound,Streatham,NaptanPublicBusCoachTram,CT,490001280SA,Tankerville Road,51.418723,-0.134557
N133,490G00012922,490G00012922,1012922,490G00012922,outbound,Streatham Hill,NaptanPublicBusCoachTram,CU,490012922SC,Greyhound Lane / Streatham High Road,51.42163,-0.129635
N133,910GSTRETHM,910GSTRETHM,1001279,910GSTRETHM,outbound,Streatham Hill,NaptanPublicBusCoachTram,SJ,490001279S3,Streatham Station,51.425175,-0.13084200000000001
N133,490G00012761,490G00012761,1012761,490G00012761,outbound,"Balham, Streatham Hill Or Tooting",NaptanPublicBusCoachTram,SK,490012761SQ,St Leonard's Church,51.428384,-0.13133
N133,490G00003758,490G00003758,1003758,490G00003758,outbound,"Brixton, Clapham Common Or Tulse Hill",NaptanPublicBusCoachTram,O,490003758O,Becmead Avenue,51.432561,-0.129376
N133,490G00008765,490G00008765,1008765,490G00008765,outbound,"Clapham Common, Brixton Or Tulse Hill",NaptanPublicBusCoachTram,M,490008765M,Kingscourt Road,51.434491,-0.128621
N133,490G00010078,490G00010078,1010078,490G00010078,outbound,"Clapham Common, Brixton Or Tulse Hill",NaptanPublicBusCoachTram,K,490010078K,Mount Ephraim Road,51.435942,-0.12823
N133,490G000969,490G000969,1019944,490G000969,outbound,"Brixton, Clapham Common Or Tulse Hill",NaptanPublicBusCoachTram,B,490001281B,Streatham Hill Stn  / Streatham Hill,51.439194,-0.126342
N133,490G00003598,490G00003598,1003598,490G00003598,outbound,"Clapham Common, Brixton Or Tulse Hill",NaptanPublicBusCoachTram,S,490003598S,Barrhill Road,51.440783,-0.125572
N133,490G00013186,490G00013186,1013186,490G00013186,outbound,Brixton Or Clapham Common,NaptanPublicBusCoachTram,TA,490013186TA,Telford Avenue,51.442613,-0.124763
N133,490G00005234,490G00005234,1005234,490G00005234,outbound,Brixton Or Clapham Common,NaptanPublicBusCoachTram,BS,490005234N,Christchurch Road,51.444591,-0.124754
N133,490G00008310,490G00008310,1008310,490G00008310,outbound,Camberwell Or Kennington Church,NaptanPublicBusCoachTram,BT,490008310N,Holmewood Road,51.446921,-0.124788
N133,490G00015218,490G00015218,1015218,490G00015218,outbound,Camberwell Or Kennington Church,NaptanPublicBusCoachTram,BU,490015218N,New Park Road,51.448857,-0.123845
N133,490G00008544,490G00008544,1008544,490G00008544,outbound,Camberwell Or Kennington Church,NaptanPublicBusCoachTram,BV,490008544N,Jebb Avenue / Brixton Prison,51.451078,-0.122142
N133,490G00004101,490G00004101,1004101,490G00004101,outbound,Camberwell Or Kennington Church,NaptanPublicBusCoachTram,BW,490004101N,Blenheim Gardens,51.453339,-0.120682
N133,490G00011793,490G00011793,1011793,490G00011793,outbound,Camberwell Or Kennington Church,NaptanPublicBusCoachTram,BY,490011793N,Rush Common,51.457675,-0.117985
N133,490G000627,490G000627,1008919,490G000627,outbound,Camberwell Or Elephant & Castle,NaptanPublicBusCoachTram,Y,490008919Y,Lambeth Town Hall,51.459624,-0.116739
N133,490G00031N,490G00031N,1000031,HUBBRX,outbound,Elephant & Castle,NaptanPublicBusCoachTram,S,490000031S,Brixton Station,51.462137,-0.115282
N133,490G000549,490G000549,1007523,490G000549,outbound,Elephant & Castle,NaptanPublicBusCoachTram,E,490007523E,Brixton Road / Brixton Police Station,51.46538,-0.113982
N133,490G00014085,490G00014085,1014085,490G00014085,outbound,Elephant & Castle Or Imperial War Museum,NaptanPublicBusCoachTram,RA,490014085N,Villa Road,51.467423,-0.112919
N133,490G00009373,490G00009373,1009373,490G00009373,outbound,Kennington Oval,NaptanPublicBusCoachTram,RB,490009373N1,Loughborough Road,51.469585,-0.112614
N133,490G00007587,490G00007587,1007587,490G00007587,outbound,Elephant & Castle Or Imperial War Museum,NaptanPublicBusCoachTram,RC,490007587N,Groveway,51.47288,-0.112881
N133,490G00008248,490G00008248,1008248,490G00008248,outbound,Elephant & Castle Or Imperial War Museum,NaptanPublicBusCoachTram,RD,490008248N,Hillyard Street,51.474736,-0.113049
N133,490G00014013,490G00014013,1014013,490G00014013,outbound,Elephant & Castle Or Imperial War Museum,NaptanPublicBusCoachTram,RE,490014013N,Vassall Road,51.477307,-0.112439
N133,490G00008642,490G00008642,1008642,490G00008642,outbound,"Elephant & Castle, Lambeth Bdg Or Lambeth Nth",NaptanPublicBusCoachTram,H,490008642H,St Mark's Church,51.480639,-0.111063
N133,490G00015244,490G00015244,1015244,490G00015244,outbound,Elephant & Castle,NaptanPublicBusCoachTram,M,490015244M,Kennington Park,51.483746,-0.110834
N133,490G00008656,490G00008656,1008656,490G00008656,outbound,Elephant & Castle,NaptanPublicBusCoachTram,Y,490008645Y,Kennington Road,51.485164,-0.109537
N133,490G00121B,490G00121B,1000121,940GZZLUKNG,outbound,London Bridge,NaptanPublicBusCoachTram,KB,490000121B,Kennington Station,51.487611,-0.106785
N133,490G00010925,490G00010925,1010925,490G00010925,outbound,London Bridge,NaptanPublicBusCoachTram,BK,490010925N,Penton Place,51.489973,-0.104382
N133,490G00010223,490G00010223,1010223,490G00010223,outbound,London Bridge,NaptanPublicBusCoachTram,BL,490010223N,Newington Butts,51.491684,-0.102828
N133,490G00073G,490G00073G,1000073,HUBEPH,outbound,London Bridge,NaptanPublicBusCoachTram,S,490000073S,Elephant & Castle Station,51.49396,-0.100716
N133,490G000644,490G000644,1009297,490G000644,outbound,"Southwark Bridge, Bermondsey Or London Bridge",NaptanPublicBusCoachTram,F,490000073F,Elephant & Castle / Newington Causeway,51.49643,-0.09998
N133,490G00003548,490G00003548,1003548,490G00003548,outbound,London Bridge Or Rotherhithe,NaptanPublicBusCoachTram,P,490012354N,Inner London Crown Court,51.49859,-0.09783
N133,490G00026B,490G00026B,1000026,940GZZLUBOR,outbound,Liverpool Street,NaptanPublicBusCoachTram,C,490000026C,Borough Station,51.501103,-0.093662
N133,490G00013910,490G00013910,1013910,490G00013910,outbound,"Aldgate, Liverpool Street Or Moorgate",NaptanPublicBusCoachTram,G,490013910G,Union Street,51.503037,-0.092025
N133,490G000922,490G000922,1018542,HUBLBG,outbound,"Bank, St Paul's Or Liverpool Street",NaptanPublicBusCoachTram,M,490000139M,London Bridge,51.506699,-0.088327
N133,490G09267E,490G09267E,1000148,940GZZLUMMT,outbound,"Bank, St Pauls Or Liverpool Street",NaptanPublicBusCoachTram,Q,490009267D,Monument Station,51.509464,-0.087476
N133,490G000934,490G000934,1019174,490G000934,outbound,Liverpool Street,NaptanPublicBusCoachTram,M,490000148M,Fenchurch Street,51.512363,-0.084934
N133,490G00002303,490G00002303,1002303,490G00002303,outbound,"Bethnal Green, Dalston Or Hackney",NaptanPublicBusCoachTram,W,490004043N2,Camomile Street,51.515862,-0.082222
N133,490G00004043,490G00004043,1004043,490G00004043,outbound,St Paul's,NaptanPublicBusCoachTram,Q,490004043Q,Wormwood Street,51.516178,-0.082295
N133,490G00138W,490G00138W,1000138,HUBLST,outbound,NA,NaptanPublicBusCoachTram,NA,490000138N,Liverpool Street Station,51.518011,-0.082737
N136,490G00015270,490G00015270,1015270,490G00015270,inbound,Mottingham,NaptanPublicBusCoachTram,T,490015269T,Chislehurst War Memorial,51.412325,0.074864
N136,490G00005205,490G00005205,1005205,490G00005205,inbound,Eltham Or Grove Park,NaptanPublicBusCoachTram,N,490005205N,Centre Common Road / War Memorial,51.413443,0.072671
N136,490G00010817,490G00010817,1010817,490G00010817,inbound,Eltham Or Grove Park,NaptanPublicBusCoachTram,L,490011196L,Chislehurst / Ashfield Lane,51.416617,0.069104
N136,490G00005204,490G00005204,1005204,490G00005204,inbound,Eltham Or Grove Park,NaptanPublicBusCoachTram,A,490005204J,Chislehurst Sainsbury's,51.418843,0.066788
N136,490G00013496,490G00013496,1013496,490G00013496,inbound,Eltham Or Grove Park,NaptanPublicBusCoachTram,B,490013496N,Ingleby Way,51.421866,0.06212
N136,490G00010478,490G00010478,1010478,490G00010478,inbound,Eltham Or Grove Park,NaptanPublicBusCoachTram,P,490010478W,Oakdene Avenue,51.424703,0.058307
N136,490G00006521,490G00006521,1006521,490G00006521,inbound,Eltham Or Grove Park,NaptanPublicBusCoachTram,Q,490006521N,Elmstead Lane,51.427867,0.05432
N136,490G00006254,490G00006254,1006254,490G00006254,inbound,Grove Park,NaptanPublicBusCoachTram,R,490006254W,Dunkery Road / Mottingham Road,51.428932,0.052512
N136,490G00015403,490G00015403,1015403,490G00015403,inbound,Grove Park,NaptanPublicBusCoachTram,S,490015403W,Dunkery Road / Ravensworth Road,51.428776,0.049125
N136,490G00003709,490G00003709,1003709,490G00003709,inbound,Grove Park,NaptanPublicBusCoachTram,T,490003709W,Beaconsfield Road,51.42972,0.045556
N136,490G00005655,490G00005655,1005655,490G00005655,inbound,Grove Park,NaptanPublicBusCoachTram,G,490005655W,Court Farm Road,51.429746,0.041989
N136,490G00006215,490G00006215,1006215,490G00006215,inbound,Grove Park,NaptanPublicBusCoachTram,H,490006215W,Duddington Close,51.429005,0.038058
N136,490G00008073,490G00008073,1008073,490G00008073,inbound,Grove Park,NaptanPublicBusCoachTram,J,490008073W,Henry Cooper Way,51.428025,0.034403
N136,490G00009706,490G00009706,1009706,490G00009706,inbound,"Bromley, Catford Or Lee",NaptanPublicBusCoachTram,K,490009706N1,Marvels Lane Primary School,51.428577,0.03368
N136,490G00013403,490G00013403,1013403,490G00013403,inbound,"Bromley, Catford Or Lee",NaptanPublicBusCoachTram,L,490013403N,Marvels Lane / Chinbrook Road,51.43122,0.031654
N136,490G00003290,490G00003290,1003290,490G00003290,inbound,Bromley Or Catford,NaptanPublicBusCoachTram,E,490003290W,Amblecote Road,51.431571,0.02649
N136,490G000909,490G000909,1015553,490G000909,inbound,Catford,NaptanPublicBusCoachTram,F,490015553F,Chinbrook Road / Baring Road,51.431511,0.022128
N136,490G01124B,490G01124B,1001124,910GGRVPK,inbound,Catford Or Lower Sydenham,NaptanPublicBusCoachTram,D,490015256D,Grove Park Station,51.430633,0.020378
N136,490G00013390,490G00013390,1013390,490G00013390,inbound,Catford Or Lower Sydenham,NaptanPublicBusCoachTram,E,490013390W,The Green,51.430259,0.015973
N136,490G00010393,490G00010393,1010393,490G00010393,inbound,Catford Or Lower Sydenham,NaptanPublicBusCoachTram,F,490010393S,Northover,51.428115,0.013563
N136,490G00012324,490G00012324,1012324,490G00012324,inbound,Catford Or Lower Sydenham,NaptanPublicBusCoachTram,DU,490012324W,Downham Way / Southover,51.425467,0.013317
N136,490G00007977,490G00007977,1007977,490G00007977,inbound,Catford Or Lower Sydenham,NaptanPublicBusCoachTram,DV,490007977W,Headcorn Road,51.424181,0.010686
N136,490G00013993,490G00013993,1013993,490G00013993,inbound,Catford Or Lower Sydenham,NaptanPublicBusCoachTram,DW,490013993W,Downham Way / Valeswood Road,51.4247,0.007659
N136,490G00012635,490G00012635,1012635,490G00012635,inbound,"Bromley, Catford Or Lower Sydenham",NaptanPublicBusCoachTram,DX,490012635W,St Barnabas Hall,51.425934,0.004419
N136,490G00007221,490G00007221,1007221,490G00007221,inbound,"Bromley, Catford Or Lower Sydenham",NaptanPublicBusCoachTram,DY,490007221W,Glenbow Road,51.425708,0.001316
N136,490G00011423,490G00011423,1011423,490G00011423,inbound,Catford Or Lower Sydenham,NaptanPublicBusCoachTram,DZ,490011423W,Rangefield Road,51.424666,-0.00244
N136,490G00004430,490G00004430,1004430,490G00004430,inbound,Catford,NaptanPublicBusCoachTram,DK,490004430N,Bromley Road / Downham Way,51.424789,-0.004348
N136,490G00010528,490G00010528,1010528,490G00010528,inbound,Catford,NaptanPublicBusCoachTram,SU,490010528N,Old Bromley Road,51.426161,-0.006777
N136,490G00012286,490G00012286,1012286,490G00012286,inbound,Catford,NaptanPublicBusCoachTram,SV,490012286N1,Green Man Community Hub,51.426808,-0.009942
N136,490G00013572,490G00013572,1013572,490G00013572,inbound,Lewisham,NaptanPublicBusCoachTram,SW,490013572N,Southend Lane,51.429,-0.014048
N136,490G00004866,490G00004866,1004866,490G00004866,inbound,Lewisham,NaptanPublicBusCoachTram,BA,490004866N,Catford Police Station,51.431014,-0.015586
N136,490G000410,490G000410,1003852,490G000410,inbound,Lewisham,NaptanPublicBusCoachTram,BB,490003852A,Bellingham Road,51.432573,-0.017418
N136,490G00010248,490G00010248,1010248,490G00010248,inbound,Brockley Or Lewisham,NaptanPublicBusCoachTram,BC,490010248N,Newquay Road,51.436548,-0.018483
N136,490G00005020,490G00005020,1005020,490G00005020,inbound,Brockley Or Lewisham,NaptanPublicBusCoachTram,BD,490005020N,Inchmery Road,51.438404,-0.019237
N136,490G00003596,490G00003596,1003596,490G00003596,inbound,Brockley Or Lewisham,NaptanPublicBusCoachTram,NA,490003596N,Bargery Road,51.440543,-0.020713
N136,490G00015150,490G00015150,1015150,490G00015150,inbound,Lewisham,NaptanPublicBusCoachTram,W,490015150W,Bromley Road / Lewisham Town Hall,51.443812,-0.020456
N136,490G00013282,490G00013282,1013282,490G00013282,inbound,Lewisham,NaptanPublicBusCoachTram,A,490013282A,The Catford Centre,51.44711,-0.018731
N136,490G00011703,490G00011703,1011703,490G00011703,inbound,Lewisham,NaptanPublicBusCoachTram,B,490011703HE,Rosenthal Road,51.449252,-0.017242
N136,490G000231,490G000231,1000914,490G000231,inbound,"Blackheath, Deptford Or New Cross",NaptanPublicBusCoachTram,HF,490007163HF,Mount Pleasant Road,51.451836,-0.016914
N136,490G00009109,490G00009109,1009109,490G00009109,inbound,"Blackheath, Deptford Or New Cross",NaptanPublicBusCoachTram,HH,490009109HH,Lewisham Hospital,51.452865,-0.016582
N136,490G00009113,490G00009113,1009113,490G00009113,inbound,"Blackheath, Deptford Or New Cross",NaptanPublicBusCoachTram,HJ,490009113HJ,Lewisham Park,51.454547,-0.016106
N136,490G00009111,490G00009111,1009111,490G00009111,inbound,"Blackheath, Deptford, Lee Or New Cross",NaptanPublicBusCoachTram,HL,490009111HL,Lewisham Fire Station,51.457203,-0.013615
N136,490G00009105,490G00009105,1009105,490G00009105,inbound,Deptford Or New Cross,NaptanPublicBusCoachTram,U,490009105U,Lewisham Centre,51.460426,-0.011187
N136,490G00009106,490G00009106,1009106,490G00009106,inbound,Deptford Or New Cross,NaptanPublicBusCoachTram,R,490011522E,Lewisham Police Station,51.46253,-0.010116
N136,490G01177G,490G01177G,1001177,HUBLEW,inbound,New Cross,NaptanPublicBusCoachTram,J,490001177S,Lewisham Station,51.465196,-0.012448
N136,490G000036,490G000036,1000386,490G000036,inbound,Deptford Or New Cross,NaptanPublicBusCoachTram,F,490001177F,Lewisham Station   / Loampit Vale,51.464478,-0.014135
N136,490G00008549,490G00008549,1008549,490G00008549,inbound,New Cross,NaptanPublicBusCoachTram,SG,490008549W,Loampit Vale / Jerrard Street,51.464975,-0.017468
N136,490G00013896,490G00013896,1013896,490G00013896,inbound,New Cross,NaptanPublicBusCoachTram,SH,490013896W,Undercliff Road,51.4667,-0.021610999999999998
N136,490G000635,490G000635,1009107,490G000635,inbound,Peckham,NaptanPublicBusCoachTram,SJ,490009107W,Lewisham College,51.468304,-0.025559
N136,490G00009441,490G00009441,1009441,490G00009441,inbound,Peckham,NaptanPublicBusCoachTram,D,490009441W,Lucas Street,51.470698,-0.029415
N136,490G00009530,490G00009530,1009530,490G00009530,inbound,Peckham,NaptanPublicBusCoachTram,E,490009530N,Malpas Road,51.471737,-0.030753
N136,490G00003298,490G00003298,1003298,490G00003298,inbound,Bricklayers Arms Or Peckham,NaptanPublicBusCoachTram,F,490003298N,Amersham Road,51.473526,-0.03344
N136,490G00007276,490G00007276,1007276,490G00007276,inbound,Peckham,NaptanPublicBusCoachTram,Y,490007276Y,Marquis of Granby / Goldsmiths,51.475051,-0.035333
N136,490G00156M,490G00156M,1000156,HUBNXG,inbound,Peckham Or Bricklayers Arms,NaptanPublicBusCoachTram,O,490000156O,New Cross Gate Station,51.475048,-0.039452
N136,490G00010204,490G00010204,1010204,490G00010204,inbound,Peckham,NaptanPublicBusCoachTram,K,490010204K,New Cross Bus Garage,51.474255,-0.04526
N136,490G00010205,490G00010205,1010205,490G00010205,inbound,East Dulwich Or Camberwell Green,NaptanPublicBusCoachTram,A,490010205A,New Cross Fire Station,51.473914,-0.048587
N136,490G00011088,490G00011088,1011088,490G00011088,inbound,East Dulwich Or Camberwell Green,NaptanPublicBusCoachTram,QA,490011088QA,Pomeroy Street,51.473046,-0.05208
N136,490G01233QN,490G01233QN,1001233,910GPCKHMQD,inbound,Camberwell Or East Dulwich,NaptanPublicBusCoachTram,QB,490001233QB,Queen's Road Peckham Station,51.473596,-0.059184
N136,490G00004799,490G00004799,1004799,490G00004799,inbound,Camberwell Or East Dulwich,NaptanPublicBusCoachTram,QC,490004799QC,Carlton Grove,51.473935,-0.061747
N136,490G00005382,490G00005382,1005382,490G00005382,inbound,Camberwell Or Elephant & Castle,NaptanPublicBusCoachTram,J,490005382J,Clayton Road,51.472946,-0.065605
N136,490G00007768,490G00007768,1007768,490G00007768,inbound,"Brixton, Oval Or Elephant & Castle",NaptanPublicBusCoachTram,R,490011842R,Hanover Park,51.472665,-0.069822
N136,490G00014252,490G00014252,1014252,490G00014252,inbound,"Brixton, Oval Or Elephant & Castle",NaptanPublicBusCoachTram,S,490014252W,Harris Academy,51.473731,-0.073391
N136,490G00012248,490G00012248,1012248,490G00012248,inbound,"Brixton, Oval Or Elephant & Castle",NaptanPublicBusCoachTram,T,490012248W,Peckham Road / Southampton Way,51.474197,-0.076554
N136,490G00012357,490G00012357,1012357,490G00012357,inbound,"Brixton, Oval Or Elephant & Castle",NaptanPublicBusCoachTram,V,490012357W2,Vestry Road,51.473699,-0.082406
N136,490G00012713,490G00012713,1012713,490G00012713,inbound,"Brixton, Oval Or Elephant & Castle",NaptanPublicBusCoachTram,U,490012713W,St Giles Church,51.473434,-0.087083
N136,490G00015299,490G00015299,1015299,490G00015299,inbound,"Brixton, Oval Or Elephant & Castle",NaptanPublicBusCoachTram,L,490015299L,Camberwell Church St / Camberwell Grn,51.474028,-0.091537
N136,490G00014229,490G00014229,1014229,490G00014229,inbound,Vauxhall,NaptanPublicBusCoachTram,J,490014229J,Warner Road,51.474203,-0.09402
N136,490G00011846,490G00011846,1011846,490G00011846,inbound,Vauxhall,NaptanPublicBusCoachTram,M,490011846W,Sacred Heart School,51.475648,-0.097157
N136,490G00015480,490G00015480,1015480,490G00015480,inbound,Vauxhall,NaptanPublicBusCoachTram,N,490015480W,Wyndham Road,51.47723,-0.101037
N136,490G00014014,490G00014014,1014014,490G00014014,inbound,Vauxhall,NaptanPublicBusCoachTram,P,490014014W1,Vassall Road,51.477998,-0.102892
N136,490G00004689,490G00004689,1004689,490G00004689,inbound,Vauxhall,NaptanPublicBusCoachTram,Q,490004689W,St John's School,51.478687,-0.104346
N136,490G00008571,490G00008571,1008571,490G00008571,inbound,Vauxhall,NaptanPublicBusCoachTram,R,490008571W,John Ruskin Street,51.480036,-0.107718
N136,490G00008644,490G00008644,1008644,490G00008644,inbound,Victoria,NaptanPublicBusCoachTram,F,490008644F,Kennington Park,51.480953,-0.109927
N136,490G00172N,490G00172N,1000172,940GZZLUOVL,inbound,Victoria,NaptanPublicBusCoachTram,D,490000172D,Oval Station,51.482122,-0.112687
N136,490G00003359,490G00003359,1003359,490G00003359,inbound,Victoria,NaptanPublicBusCoachTram,B,490003359B,Archbishop Tenison's School,51.483205,-0.116329
N136,490G00007806,490G00007806,1007806,490G00007806,inbound,Victoria,NaptanPublicBusCoachTram,->W,490007806W,Harleyford Road / Durham Street,51.484923,-0.119139
N136,490G00020252,490G00020252,1020252,HUBVXH,inbound,NA,NaptanPublicBusCoachTram,A,490000247A,Vauxhall Bus Station,51.486222,-0.123868
N136,490G00007550,490G00007550,1007550,490G00007550,inbound,"Victoria, Trafalgar Square Or Sloane Square",NaptanPublicBusCoachTram,X,490007550X,Vauxhall Bridge / Millbank,51.488195,-0.128626
N136,490G00180A,490G00180A,1000180,940GZZLUPCO,inbound,Marble Arch,NaptanPublicBusCoachTram,A,490000180A,Pimlico Station,51.489982,-0.132414
N136,490G00011617,490G00011617,1011617,490G00011617,inbound,Marble Arch,NaptanPublicBusCoachTram,W,490011617N,Rochester Row,51.492354,-0.137344
N136,490G00010164,490G00010164,1010164,490G00010164,inbound,Marble Arch,NaptanPublicBusCoachTram,K,490010164K,Neathouse Place,51.494459,-0.141364
N136,490G00248G,490G00248G,1000248,HUBVIC,inbound,Marble Arch Or Knightsbridge,NaptanPublicBusCoachTram,H,490000248ZZ,Victoria Station,51.495846,-0.143238
N136,490G00014496,490G00014496,1014496,490G00014496,inbound,"Trafalgar Square, Waterloo Or Lambeth North",NaptanPublicBusCoachTram,N,490014496N,Westminster Cathedral,51.496833,-0.140259
N136,490G000394,490G000394,1003384,490G000394,inbound,"Trafalgar Square, Waterloo Or Lambeth North",NaptanPublicBusCoachTram,SA,490003384SA,Westminster City Hall,51.497423,-0.136633
N136,490G00221V,490G00221V,1000221,940GZZLUSJP,inbound,"Trafalgar Square, Waterloo Or Lambeth North",NaptanPublicBusCoachTram,SC,490010260SC,St James's Park Station,51.497725,-0.13469
N136,490G000828,490G000828,1014495,490G000828,inbound,Trafalgar Square Or Lambeth North,NaptanPublicBusCoachTram,R,490014495R,Westminster Abbey,51.499033,-0.130992
N136,490G00020361,490G00020361,1020361,HUBWSM,inbound,Aldwych Or Piccadilly Circus,NaptanPublicBusCoachTram,A,490015048A,Westminster Stn  / Parliament Square,51.501873,-0.126366
N136,490G00008376,490G00008376,1008376,490G00008376,inbound,"Tottenham Court Road, Oxford Circus Or Aldwych",NaptanPublicBusCoachTram,->N,490008376N,Horse Guards Parade,51.50405,-0.126406
N136,490G000804,490G000804,1013767,490G000804,inbound,Oxford Circus,NaptanPublicBusCoachTram,T,490013767T,Trafalgar Square,51.507532,-0.129909
N136,490G00011516,490G00011516,1011516,490G00011516,inbound,Oxford Circus Or Green Park,NaptanPublicBusCoachTram,Z,490011515Z,Regent Street / St James's,51.508731,-0.134068
N136,490G00179D,490G00179D,1000179,940GZZLUPCC,inbound,"Baker Street, Great Portland Street Or Marble Arch",NaptanPublicBusCoachTram,E,490011515W,Piccadilly Circus,51.50988,-0.13735
N136,490G00004810,490G00004810,1004810,490G00004810,inbound,Great Portland Street Or Marble Arch,NaptanPublicBusCoachTram,M,490005537RB,Conduit Street / Hamleys Toy Store,51.512371,-0.140174
N136,490G000694,490G000694,1010697,490G000694,outbound,Trafalgar Square Or Green Park,NaptanPublicBusCoachTram,RF,490000173RF,Oxford Circus Stn  / Margaret Street,51.515938,-0.14222
N136,490G00173RG,490G00173RG,1000173,940GZZLUOXC,outbound,Trafalgar Square Or Green Park,NaptanPublicBusCoachTram,RG,490000173RG,Oxford Circus Station,51.514589,-0.141669
N136,490G00004810,490G00004810,1004810,490G00004810,outbound,Parliament Square,NaptanPublicBusCoachTram,T,490004810RJ,Conduit Street / Hamleys Toy Store,51.512339,-0.139858
N136,490G00179D,490G00179D,1000179,940GZZLUPCC,outbound,Aldwych Or Parliament Square,NaptanPublicBusCoachTram,F,490000179F,Piccadilly Circus,51.509963,-0.136886
N136,490G00007960,490G00007960,1007960,490G00007960,outbound,Parliament Square,NaptanPublicBusCoachTram,P,490007960P,Haymarket / Charles Il Street,51.508978,-0.132098
N136,490G000804,490G000804,1013767,490G000804,outbound,Lambeth Or Vauxhall,NaptanPublicBusCoachTram,A,490013767A,Trafalgar Sq / Charing Cross Stn,51.507629,-0.129804
N136,490G000832,490G000832,1014585,490G000832,outbound,Victoria Or Vauxhall,NaptanPublicBusCoachTram,N,490014585N,Whitehall / Trafalgar Square,51.506271,-0.126992
N136,490G00008376,490G00008376,1008376,490G00008376,outbound,"Elephant & Castle, Vauxhall Or Victoria",NaptanPublicBusCoachTram,->S,490008376S,Horse Guards Parade,51.504323,-0.126092
N136,490G00020361,490G00020361,1020361,HUBWSM,outbound,"Kennington, Vauxhall Or Victoria",NaptanPublicBusCoachTram,F,490015048T,Westminster Stn  / Parliament Square,51.502478,-0.125995
N136,490G00019865,490G00019865,1019865,490G00019865,outbound,Victoria,NaptanPublicBusCoachTram,V,490014495V,Great Smith Street / Westminster Abbey,51.498689,-0.131438
N136,490G00221V,490G00221V,1000221,940GZZLUSJP,outbound,"Pimlico, Sloane Square Or Marble Arch",NaptanPublicBusCoachTram,SD,490010260SD,St James's Park Station,51.497583,-0.134797
